,name,cupping,Body,Brightness,Clean Cup,Complexity,Dry Fragrance,Finish,Flavor,Sweetness,Uniformity,Wet Aroma
215,Nicaragua Finca Los Alpes,"{'Body': '8.9', 'Brightness': '8.4', 'Clean Cup': '7.7', 'Complexity': '8', 'Dry Fragrance': '8.2', 'Finish': '8', 'Flavor': '8.5', 'Sweetness': '8.4', 'Uniformity': '9', 'Wet Aroma': '8.5'}",8.9,8.4,7.7,8.0,8.2,8.0,8.5,8.4,9.0,8.5
216,Nicaragua Honey Buenos Aires Maracaturra,"{'Body': '8.7', 'Brightness': '8.6', 'Clean Cup': '8.5', 'Complexity': '8.8', 'Dry Fragrance': '8.7', 'Finish': '8.7', 'Flavor': '8.8', 'Sweetness': '8.7', 'Uniformity': '9', 'Wet Aroma': '8.8'}",8.7,8.6,8.5,8.8,8.7,8.7,8.8,8.7,9.0,8.8
217,Nicaragua Honey Process San Salvador Java,"{'Body': '9.8', 'Brightness': '8', 'Clean Cup': '7.6', 'Complexity': '9', 'Dry Fragrance': '8.5', 'Finish': '8.2', 'Flavor': '8.6', 'Sweetness': '8.8', 'Uniformity': '8.5', 'Wet Aroma': '8.7'}",9.8,8.0,7.6,9.0,8.5,8.2,8.6,8.8,8.5,8.7
218,Nicaragua Jinotega La Bastilla Estate,"{'Body': '9', 'Brightness': '8', 'Clean Cup': '8.5', 'Complexity': '7.5', 'Dry Fragrance': '8.3', 'Finish': '8.3', 'Flavor': '8.5', 'Sweetness': '8.4', 'Uniformity': '8.5', 'Wet Aroma': '8.5'}",9.0,8.0,8.5,7.5,8.3,8.3,8.5,8.4,8.5,8.5
219,Nicaragua Los Altiplanos Java Cultivar,"{'Body': '8.5', 'Brightness': '8.5', 'Clean Cup': '8.5', 'Complexity': '8.8', 'Dry Fragrance': '8.7', 'Finish': '8.7', 'Flavor': '8.7', 'Sweetness': '8.6', 'Uniformity': '9', 'Wet Aroma': '8.8'}",8.5,8.5,8.5,8.8,8.7,8.7,8.7,8.6,9.0,8.8
220,Nicaragua Los Papales SWP Decaf,"{'Body': '8.7', 'Brightness': '8.4', 'Clean Cup': '8.5', 'Complexity': '7', 'Dry Fragrance': '8', 'Finish': '8', 'Flavor': '8.5', 'Sweetness': '8.2', 'Uniformity': '9.5', 'Wet Aroma': '8.4'}",8.7,8.4,8.5,7.0,8.0,8.0,8.5,8.2,9.5,8.4
221,Nicaragua Santa Helena Maracaturra,"{'Body': '9.3', 'Brightness': '8.6', 'Clean Cup': '8.2', 'Complexity': '8.7', 'Dry Fragrance': '8.5', 'Finish': '8.5', 'Flavor': '8.7', 'Sweetness': '9', 'Uniformity': '9', 'Wet Aroma': '8.7'}",9.3,8.6,8.2,8.7,8.5,8.5,8.7,9.0,9.0,8.7
222,Panama Boquete Camiseta Estate,"{'Body': '8.8', 'Brightness': '8.6', 'Clean Cup': '9', 'Complexity': '8', 'Dry Fragrance': '8.5', 'Finish': '8.7', 'Flavor': '8.8', 'Sweetness': '8.8', 'Uniformity': '8.5', 'Wet Aroma': '8.6'}",8.8,8.6,9.0,8.0,8.5,8.7,8.8,8.8,8.5,8.6
223,Panama Boquete La Gloria Estate,"{'Body': '8.5', 'Brightness': '8.7', 'Clean Cup': '9', 'Complexity': '8.5', 'Dry Fragrance': '8.5', 'Finish': '8.6', 'Flavor': '8.7', 'Sweetness': '8.5', 'Uniformity': '8.5', 'Wet Aroma': '8.7'}",8.5,8.7,9.0,8.5,8.5,8.6,8.7,8.5,8.5,8.7
224,Papua New Guinea Kainantu Sero,"{'Body': '8.9', 'Brightness': '8.2', 'Clean Cup': '7.8', 'Complexity': '9', 'Dry Fragrance': '8.3', 'Finish': '8.3', 'Flavor': '8.5', 'Sweetness': '8.7', 'Uniformity': '8.5', 'Wet Aroma': '8.6'}",8.9,8.2,7.8,9.0,8.3,8.3,8.5,8.7,8.5,8.6
225,Papua New Guinea Kimel AA,"{'Body': '8.9', 'Brightness': '8.4', 'Clean Cup': '8.3', 'Complexity': '8.8', 'Dry Fragrance': '8.2', 'Finish': '8.4', 'Flavor': '8.7', 'Sweetness': '8.7', 'Uniformity': '9', 'Wet Aroma': '8.6'}",8.9,8.4,8.3,8.8,8.2,8.4,8.7,8.7,9.0,8.6
226,Papua New Guinea Kimel Peaberry,"{'Body': '8', 'Brightness': '8.8', 'Clean Cup': '8.5', 'Complexity': '8.5', 'Dry Fragrance': '8.3', 'Finish': '8.5', 'Flavor': '8.7', 'Sweetness': '8.8', 'Uniformity': '9', 'Wet Aroma': '8.6'}",8.0,8.8,8.5,8.5,8.3,8.5,8.7,8.8,9.0,8.6
227,Papua New Guinea Korgua X,"{'Body': '8.6', 'Brightness': '8.7', 'Clean Cup': '8', 'Complexity': '8.8', 'Dry Fragrance': '8.5', 'Finish': '8.2', 'Flavor': '8.7', 'Sweetness': '8.6', 'Uniformity': '8.5', 'Wet Aroma': '8.6'}",8.6,8.7,8.0,8.8,8.5,8.2,8.7,8.6,8.5,8.6
228,Papua New Guinea Kuta Waghi,"{'Body': '8.6', 'Brightness': '8.4', 'Clean Cup': '8', 'Complexity': '8.9', 'Dry Fragrance': '8.2', 'Finish': '8.2', 'Flavor': '8.5', 'Sweetness': '8.4', 'Uniformity': '7.8', 'Wet Aroma': '8.5'}",8.6,8.4,8.0,8.9,8.2,8.2,8.5,8.4,7.8,8.5
229,Peru Bello Horizonte Andres Burga,"{'Body': '8.5', 'Brightness': '8.8', 'Clean Cup': '8.5', 'Complexity': '8.7', 'Dry Fragrance': '8.7', 'Finish': '8.7', 'Flavor': '9.2', 'Sweetness': '8.7', 'Uniformity': '8.5', 'Wet Aroma': '8.8'}",8.5,8.8,8.5,8.7,8.7,8.7,9.2,8.7,8.5,8.8
230,Peru El Diamante Roger Chilcon,"{'Body': '9', 'Brightness': '8.4', 'Clean Cup': '8.5', 'Complexity': '8.7', 'Dry Fragrance': '8.5', 'Finish': '8.5', 'Flavor': '8.6', 'Sweetness': '8.5', 'Uniformity': '8.6', 'Wet Aroma': '8.7'}",9.0,8.4,8.5,8.7,8.5,8.5,8.6,8.5,8.6,8.7
231,Peru El Paraiso Yoner Arevalo,"{'Body': '9.3', 'Brightness': '8.2', 'Clean Cup': '8', 'Complexity': '8.8', 'Dry Fragrance': '8.7', 'Finish': '8.5', 'Flavor': '8.6', 'Sweetness': '8.6', 'Uniformity': '8.5', 'Wet Aroma': '8.7'}",9.3,8.2,8.0,8.8,8.7,8.5,8.6,8.6,8.5,8.7
232,Peru FTO Lonya Grande Coop,"{'Body': '9', 'Brightness': '8.6', 'Clean Cup': '8.5', 'Complexity': '8.2', 'Dry Fragrance': '8.5', 'Finish': '8.5', 'Flavor': '8.7', 'Sweetness': '8.5', 'Uniformity': '8.5', 'Wet Aroma': '8.6'}",9.0,8.6,8.5,8.2,8.5,8.5,8.7,8.5,8.5,8.6
233,Peru FTO San Jose De Lourdes,"{'Body': '8.3', 'Brightness': '8.6', 'Clean Cup': '8.8', 'Complexity': '8.5', 'Dry Fragrance': '8.5', 'Finish': '8.6', 'Flavor': '8.7', 'Sweetness': '8.6', 'Uniformity': '8.8', 'Wet Aroma': '8.6'}",8.3,8.6,8.8,8.5,8.5,8.6,8.7,8.6,8.8,8.6
234,Peru Las Pirias Ramiro Vela,"{'Body': '8.6', 'Brightness': '8.5', 'Clean Cup': '8.3', 'Complexity': '8.7', 'Dry Fragrance': '8.6', 'Finish': '8.7', 'Flavor': '8.9', 'Sweetness': '9', 'Uniformity': '8.5', 'Wet Aroma': '8.8'}",8.6,8.5,8.3,8.7,8.6,8.7,8.9,9.0,8.5,8.8
235,Peru Organic Comité San Ignacio,"{'Body': '9', 'Brightness': '8.6', 'Clean Cup': '8.5', 'Complexity': '8.7', 'Dry Fragrance': '8.5', 'Finish': '8.5', 'Flavor': '8.7', 'Sweetness': '8.7', 'Uniformity': '8.5', 'Wet Aroma': '8.7'}",9.0,8.6,8.5,8.7,8.5,8.5,8.7,8.7,8.5,8.7
236,Peru Organic El Palto SWP Decaf,"{'Body': '9.5', 'Brightness': '7', 'Clean Cup': '8', 'Complexity': '8', 'Dry Fragrance': '7.5', 'Finish': '7.7', 'Flavor': '8', 'Sweetness': '7.4', 'Uniformity': '9', 'Wet Aroma': '8.3'}",9.5,7.0,8.0,8.0,7.5,7.7,8.0,7.4,9.0,8.3
237,Peru Organic Laderas de Cajamarca,"{'Body': '9.2', 'Brightness': '8.2', 'Clean Cup': '8.3', 'Complexity': '7.3', 'Dry Fragrance': '8.1', 'Finish': '8.2', 'Flavor': '8.3', 'Sweetness': '8.4', 'Uniformity': '8.5', 'Wet Aroma': '8.5'}",9.2,8.2,8.3,7.3,8.1,8.2,8.3,8.4,8.5,8.5
238,Peru San Ignacio SWP Decaf,"{'Body': '8.8', 'Brightness': '8.4', 'Clean Cup': '8.1', 'Complexity': '7.5', 'Dry Fragrance': '8.3', 'Finish': '8', 'Flavor': '8.7', 'Sweetness': '8.3', 'Uniformity': '9.5', 'Wet Aroma': '8.5'}",8.8,8.4,8.1,7.5,8.3,8.0,8.7,8.3,9.5,8.5
239,Rwanda Dry Process Kanyege,"{'Body': '9.3', 'Brightness': '8.5', 'Clean Cup': '8', 'Complexity': '9.3', 'Dry Fragrance': '8.8', 'Finish': '8.6', 'Flavor': '9', 'Sweetness': '8.8', 'Uniformity': '8', 'Wet Aroma': '8.9'}",9.3,8.5,8.0,9.3,8.8,8.6,9.0,8.8,8.0,8.9
240,Rwanda Dry Process Macuba,"{'Body': '9', 'Brightness': '8.5', 'Clean Cup': '8.3', 'Complexity': '9.2', 'Dry Fragrance': '8.8', 'Finish': '8.7', 'Flavor': '9', 'Sweetness': '9', 'Uniformity': '8', 'Wet Aroma': '9'}",9.0,8.5,8.3,9.2,8.8,8.7,9.0,9.0,8.0,9.0
241,Rwanda Dry Process Nyamiyaga,"{'Body': '9.4', 'Brightness': '8.7', 'Clean Cup': '8.2', 'Complexity': '9.4', 'Dry Fragrance': '8.7', 'Finish': '8.7', 'Flavor': '8.8', 'Sweetness': '8.8', 'Uniformity': '8', 'Wet Aroma': '8.9'}",9.4,8.7,8.2,9.4,8.7,8.7,8.8,8.8,8.0,8.9
242,Rwanda Honey Process Kanyege,"{'Body': '9.3', 'Brightness': '8.7', 'Clean Cup': '9', 'Complexity': '8.8', 'Dry Fragrance': '8.5', 'Finish': '8.5', 'Flavor': '8.8', 'Sweetness': '9', 'Uniformity': '8', 'Wet Aroma': '8.7'}",9.3,8.7,9.0,8.8,8.5,8.5,8.8,9.0,8.0,8.7
243,Rwanda Honey Process Karambi,"{'Body': '9.2', 'Brightness': '8.5', 'Clean Cup': '8.3', 'Complexity': '9', 'Dry Fragrance': '8.7', 'Finish': '8.7', 'Flavor': '9', 'Sweetness': '9', 'Uniformity': '8', 'Wet Aroma': '8.9'}",9.2,8.5,8.3,9.0,8.7,8.7,9.0,9.0,8.0,8.9
244,Rwanda Kivu Kageyo,"{'Body': '9.2', 'Brightness': '8.6', 'Clean Cup': '8.7', 'Complexity': '8.7', 'Dry Fragrance': '8.6', 'Finish': '8.6', 'Flavor': '8.8', 'Sweetness': '8.8', 'Uniformity': '8', 'Wet Aroma': '9'}",9.2,8.6,8.7,8.7,8.6,8.6,8.8,8.8,8.0,9.0
245,Rwanda Milles Collines Peaberry,"{'Body': '8.7', 'Brightness': '8.6', 'Clean Cup': '9', 'Complexity': '9', 'Dry Fragrance': '8.8', 'Finish': '8.7', 'Flavor': '8.9', 'Sweetness': '8.7', 'Uniformity': '8', 'Wet Aroma': '8.9'}",8.7,8.6,9.0,9.0,8.8,8.7,8.9,8.7,8.0,8.9
246,Rwanda Ngororero,"{'Body': '8.8', 'Brightness': '8.8', 'Clean Cup': '9', 'Complexity': '9.2', 'Dry Fragrance': '9', 'Finish': '9.1', 'Flavor': '9.2', 'Sweetness': '9', 'Uniformity': '8.3', 'Wet Aroma': '9.1'}",8.8,8.8,9.0,9.2,9.0,9.1,9.2,9.0,8.3,9.1
247,Rwanda Nyamasheke Gatare,"{'Body': '8.7', 'Brightness': '8.9', 'Clean Cup': '9', 'Complexity': '9', 'Dry Fragrance': '9.1', 'Finish': '9', 'Flavor': '9.2', 'Sweetness': '9', 'Uniformity': '8', 'Wet Aroma': '9.2'}",8.7,8.9,9.0,9.0,9.1,9.0,9.2,9.0,8.0,9.2
248,Rwanda Nyamasheke Gitwe,"{'Body': '8.5', 'Brightness': '9', 'Clean Cup': '9.3', 'Complexity': '9', 'Dry Fragrance': '8.8', 'Finish': '9', 'Flavor': '9', 'Sweetness': '8.9', 'Uniformity': '8', 'Wet Aroma': '9'}",8.5,9.0,9.3,9.0,8.8,9.0,9.0,8.9,8.0,9.0
249,Rwanda Nyamasheke Macuba,"{'Body': '8.8', 'Brightness': '8.7', 'Clean Cup': '8.5', 'Complexity': '9.1', 'Dry Fragrance': '8.8', 'Finish': '8.7', 'Flavor': '9', 'Sweetness': '9.5', 'Uniformity': '8', 'Wet Aroma': '9'}",8.8,8.7,8.5,9.1,8.8,8.7,9.0,9.5,8.0,9.0
250,Rwanda Nyamasheke Mutovu,"{'Body': '8.7', 'Brightness': '8.9', 'Clean Cup': '9', 'Complexity': '9', 'Dry Fragrance': '8.9', 'Finish': '9', 'Flavor': '9.2', 'Sweetness': '8.9', 'Uniformity': '8.5', 'Wet Aroma': '9.2'}",8.7,8.9,9.0,9.0,8.9,9.0,9.2,8.9,8.5,9.2
251,Rwanda Nyamasheke Nyakabingo,"{'Body': '8.7', 'Brightness': '8.8', 'Clean Cup': '9', 'Complexity': '9.2', 'Dry Fragrance': '8.8', 'Finish': '8.9', 'Flavor': '9', 'Sweetness': '9', 'Uniformity': '8', 'Wet Aroma': '9.2'}",8.7,8.8,9.0,9.2,8.8,8.9,9.0,9.0,8.0,9.2
252,Rwanda Rubavu Rwinyoni,"{'Body': '9', 'Brightness': '8.7', 'Clean Cup': '8.2', 'Complexity': '8.9', 'Dry Fragrance': '9', 'Finish': '9', 'Flavor': '8.8', 'Sweetness': '9.3', 'Uniformity': '8', 'Wet Aroma': '9.1'}",9.0,8.7,8.2,8.9,9.0,9.0,8.8,9.3,8.0,9.1
253,Rwanda Rulindo Tumba,"{'Body': '8.8', 'Brightness': '9', 'Clean Cup': '8.5', 'Complexity': '9.2', 'Dry Fragrance': '9', 'Finish': '9.3', 'Flavor': '9.3', 'Sweetness': '9', 'Uniformity': '8.2', 'Wet Aroma': '9.1'}",8.8,9.0,8.5,9.2,9.0,9.3,9.3,9.0,8.2,9.1
254,Rwanda Rusizi Gaseke,"{'Body': '9.2', 'Brightness': '8.6', 'Clean Cup': '8.5', 'Complexity': '8.9', 'Dry Fragrance': '8.7', 'Finish': '8.7', 'Flavor': '8.8', 'Sweetness': '9.2', 'Uniformity': '8', 'Wet Aroma': '8.9'}",9.2,8.6,8.5,8.9,8.7,8.7,8.8,9.2,8.0,8.9
255,Sulawesi Dry Process Topidi Daeng,"{'Body': '9.3', 'Brightness': '8.7', 'Clean Cup': '7.8', 'Complexity': '9.5', 'Dry Fragrance': '8.8', 'Finish': '8.7', 'Flavor': '9.2', 'Sweetness': '8.8', 'Uniformity': '8.2', 'Wet Aroma': '9'}",9.3,8.7,7.8,9.5,8.8,8.7,9.2,8.8,8.2,9.0
256,Sulawesi Gowa Desa Topidi,"{'Body': '9', 'Brightness': '8.7', 'Clean Cup': '8.3', 'Complexity': '9', 'Dry Fragrance': '8.6', 'Finish': '8.8', 'Flavor': '8.9', 'Sweetness': '8.9', 'Uniformity': '8.5', 'Wet Aroma': '8.8'}",9.0,8.7,8.3,9.0,8.6,8.8,8.9,8.9,8.5,8.8
257,Sulawesi Honey Process Gowa,"{'Body': '9', 'Brightness': '8.7', 'Clean Cup': '8.5', 'Complexity': '8.8', 'Dry Fragrance': '8.8', 'Finish': '8.8', 'Flavor': '9', 'Sweetness': '8.8', 'Uniformity': '8.5', 'Wet Aroma': '8.9'}",9.0,8.7,8.5,8.8,8.8,8.8,9.0,8.8,8.5,8.9
258,Sulawesi Wet Hulled Enrekang Rodo Rodo,"{'Body': '9.3', 'Brightness': '7.8', 'Clean Cup': '7.5', 'Complexity': '9.2', 'Dry Fragrance': '8.2', 'Finish': '7.5', 'Flavor': '8.6', 'Sweetness': '8.7', 'Uniformity': '8', 'Wet Aroma': '8.5'}",9.3,7.8,7.5,9.2,8.2,7.5,8.6,8.7,8.0,8.5
259,Sulawesi Wet Hulled Latimojong,"{'Body': '9', 'Brightness': '7.5', 'Clean Cup': '7.2', 'Complexity': '9.5', 'Dry Fragrance': '8.2', 'Finish': '8.2', 'Flavor': '8.5', 'Sweetness': '8.3', 'Uniformity': '8', 'Wet Aroma': '8.5'}",9.0,7.5,7.2,9.5,8.2,8.2,8.5,8.3,8.0,8.5
260,Sumatra Aceh Bebesen Aulia,"{'Body': '9', 'Brightness': '8.3', 'Clean Cup': '8.3', 'Complexity': '9.3', 'Dry Fragrance': '8.3', 'Finish': '8.5', 'Flavor': '8.8', 'Sweetness': '8.7', 'Uniformity': '8.2', 'Wet Aroma': '8.6'}",9.0,8.3,8.3,9.3,8.3,8.5,8.8,8.7,8.2,8.6
261,Sumatra Dry Process Gunung Tujuh,"{'Body': '9', 'Brightness': '8.2', 'Clean Cup': '7.5', 'Complexity': '9.7', 'Dry Fragrance': '8.8', 'Finish': '8.7', 'Flavor': '9.1', 'Sweetness': '9', 'Uniformity': '8.2', 'Wet Aroma': '9.2'}",9.0,8.2,7.5,9.7,8.8,8.7,9.1,9.0,8.2,9.2
262,Sumatra Dry Process Kerinci Pendekar,"{'Body': '9.3', 'Brightness': '7.7', 'Clean Cup': '7.3', 'Complexity': '9.3', 'Dry Fragrance': '8.7', 'Finish': '7.7', 'Flavor': '9', 'Sweetness': '8.7', 'Uniformity': '8', 'Wet Aroma': '8.8'}",9.3,7.7,7.3,9.3,8.7,7.7,9.0,8.7,8.0,8.8
263,Sumatra Dry Process Ribang Gayo,"{'Body': '9.2', 'Brightness': '7.7', 'Clean Cup': '7.5', 'Complexity': '9.3', 'Dry Fragrance': '8.3', 'Finish': '7.8', 'Flavor': '8.6', 'Sweetness': '8.8', 'Uniformity': '8.2', 'Wet Aroma': '8.7'}",9.2,7.7,7.5,9.3,8.3,7.8,8.6,8.8,8.2,8.7
264,Sumatra Honey Process Bebesen Aulia,"{'Body': '9.2', 'Brightness': '8.3', 'Clean Cup': '8', 'Complexity': '9', 'Dry Fragrance': '8.6', 'Finish': '8.5', 'Flavor': '8.8', 'Sweetness': '8.7', 'Uniformity': '8.2', 'Wet Aroma': '8.7'}",9.2,8.3,8.0,9.0,8.6,8.5,8.8,8.7,8.2,8.7
265,Sumatra Honey Process Kerinci,"{'Body': '9', 'Brightness': '8.5', 'Clean Cup': '8.5', 'Complexity': '8.9', 'Dry Fragrance': '8.7', 'Finish': '8.6', 'Flavor': '8.8', 'Sweetness': '8.8', 'Uniformity': '8.2', 'Wet Aroma': '8.8'}",9.0,8.5,8.5,8.9,8.7,8.6,8.8,8.8,8.2,8.8
266,Sumatra Kerinci Pendekar Coop,"{'Body': '9.3', 'Brightness': '8.2', 'Clean Cup': '7.5', 'Complexity': '9.3', 'Dry Fragrance': '8.3', 'Finish': '8', 'Flavor': '8.7', 'Sweetness': '8.5', 'Uniformity': '8', 'Wet Aroma': '8.7'}",9.3,8.2,7.5,9.3,8.3,8.0,8.7,8.5,8.0,8.7
267,Sumatra Kerinci Tujuh Cooperative,"{'Body': '9', 'Brightness': '8', 'Clean Cup': '8.2', 'Complexity': '9', 'Dry Fragrance': '8.5', 'Finish': '8', 'Flavor': '8.8', 'Sweetness': '8.8', 'Uniformity': '7.8', 'Wet Aroma': '8.7'}",9.0,8.0,8.2,9.0,8.5,8.0,8.8,8.8,7.8,8.7
268,Sumatra Lintong Mutu Batak,"{'Body': '9.5', 'Brightness': '7.5', 'Clean Cup': '7', 'Complexity': '9.5', 'Dry Fragrance': '7.8', 'Finish': '7.5', 'Flavor': '8.5', 'Sweetness': '8.4', 'Uniformity': '8', 'Wet Aroma': '8.3'}",9.5,7.5,7.0,9.5,7.8,7.5,8.5,8.4,8.0,8.3
269,Sumatra Lintong Pak Joner,"{'Body': '9.3', 'Brightness': '8.2', 'Clean Cup': '7', 'Complexity': '9.5', 'Dry Fragrance': '8', 'Finish': '8', 'Flavor': '8.7', 'Sweetness': '8.5', 'Uniformity': '7.8', 'Wet Aroma': '8.5'}",9.3,8.2,7.0,9.5,8.0,8.0,8.7,8.5,7.8,8.5
270,Sumatra Lintong Sigumpar Village,"{'Body': '9.5', 'Brightness': '8.2', 'Clean Cup': '7.5', 'Complexity': '9.7', 'Dry Fragrance': '8.5', 'Finish': '8.5', 'Flavor': '8.8', 'Sweetness': '8.8', 'Uniformity': '8.3', 'Wet Aroma': '8.7'}",9.5,8.2,7.5,9.7,8.5,8.5,8.8,8.8,8.3,8.7
271,Sumatra Raja Batak Peaberry,"{'Body': '9.5', 'Brightness': '8.1', 'Clean Cup': '7', 'Complexity': '9.5', 'Dry Fragrance': '8', 'Finish': '7.7', 'Flavor': '8.5', 'Sweetness': '8.5', 'Uniformity': '8', 'Wet Aroma': '8.3'}",9.5,8.1,7.0,9.5,8.0,7.7,8.5,8.5,8.0,8.3
272,Sumatra Ribang Gayo,"{'Body': '9.5', 'Brightness': '8', 'Clean Cup': '8.2', 'Complexity': '9.6', 'Dry Fragrance': '8.7', 'Finish': '8.7', 'Flavor': '9', 'Sweetness': '9', 'Uniformity': '8', 'Wet Aroma': '8.8'}",9.5,8.0,8.2,9.6,8.7,8.7,9.0,9.0,8.0,8.8
273,Sumatra Wet Process Barokah Bersama Coop,"{'Body': '8.8', 'Brightness': '8.5', 'Clean Cup': '8.4', 'Complexity': '8.8', 'Dry Fragrance': '8.7', 'Finish': '8.5', 'Flavor': '8.8', 'Sweetness': '8.6', 'Uniformity': '8.7', 'Wet Aroma': '8.7'}",8.8,8.5,8.4,8.8,8.7,8.5,8.8,8.6,8.7,8.7
274,Sumatra Wet Process Ribang Gayo,"{'Body': '8.7', 'Brightness': '8.4', 'Clean Cup': '8.2', 'Complexity': '8.4', 'Dry Fragrance': '8.4', 'Finish': '8.3', 'Flavor': '8.6', 'Sweetness': '8.4', 'Uniformity': '8.5', 'Wet Aroma': '8.6'}",8.7,8.4,8.2,8.4,8.4,8.3,8.6,8.4,8.5,8.6
275,Sweet Maria's Ethiopiques Version 2.0,"{'Body': '9.8', 'Brightness': '8.5', 'Clean Cup': '8.5', 'Complexity': '9.3', 'Dry Fragrance': '8.5', 'Finish': '8.7', 'Flavor': '9.2', 'Sweetness': '8.8', 'Uniformity': '8.2', 'Wet Aroma': '8.5'}",9.8,8.5,8.5,9.3,8.5,8.7,9.2,8.8,8.2,8.5
276,Sweet Maria's Half-Caff Blend,"{'Body': '8', 'Brightness': '7.5', 'Clean Cup': '7.5', 'Complexity': '7.8', 'Dry Fragrance': '7.5', 'Finish': '7.5', 'Flavor': '8.2', 'Sweetness': '7.8', 'Uniformity': '9', 'Wet Aroma': '8.2'}",8.0,7.5,7.5,7.8,7.5,7.5,8.2,7.8,9.0,8.2
277,Sweet Maria's Moka Java SWP Decaf Blend,"{'Body': '8.8', 'Brightness': '8.2', 'Clean Cup': '7.5', 'Complexity': '8.8', 'Dry Fragrance': '7.8', 'Finish': '7.7', 'Flavor': '8.5', 'Sweetness': '8.2', 'Uniformity': '9.5', 'Wet Aroma': '8.5'}",8.8,8.2,7.5,8.8,7.8,7.7,8.5,8.2,9.5,8.5
278,Sweet Maria's Moka Kadir Blend,"{'Body': '9.8', 'Brightness': '7.5', 'Clean Cup': '7.3', 'Complexity': '9.5', 'Dry Fragrance': '8.2', 'Finish': '7.8', 'Flavor': '8.8', 'Sweetness': '8.6', 'Uniformity': '8', 'Wet Aroma': '8.7'}",9.8,7.5,7.3,9.5,8.2,7.8,8.8,8.6,8.0,8.7
279,Sweet Maria's Polar Expresso Holiday Blend,"{'Body': '9.8', 'Brightness': '8.8', 'Clean Cup': '9', 'Complexity': '9.2', 'Dry Fragrance': '8.6', 'Finish': '9', 'Flavor': '9.3', 'Sweetness': '8.6', 'Uniformity': '8.5', 'Wet Aroma': '8.8'}",9.8,8.8,9.0,9.2,8.6,9.0,9.3,8.6,8.5,8.8
280,Tanzania Mbamba Namku AA,"{'Body': '8.7', 'Brightness': '8.7', 'Clean Cup': '8.2', 'Complexity': '9', 'Dry Fragrance': '8.7', 'Finish': '8.7', 'Flavor': '8.8', 'Sweetness': '9', 'Uniformity': '8.5', 'Wet Aroma': '8.8'}",8.7,8.7,8.2,9.0,8.7,8.7,8.8,9.0,8.5,8.8
281,Tanzania Mbinga Peaberry,"{'Body': '8.5', 'Brightness': '8.6', 'Clean Cup': '7.7', 'Complexity': '8.7', 'Dry Fragrance': '8.3', 'Finish': '8.2', 'Flavor': '8.5', 'Sweetness': '8.7', 'Uniformity': '8.3', 'Wet Aroma': '8.5'}",8.5,8.6,7.7,8.7,8.3,8.2,8.5,8.7,8.3,8.5
282,Tanzania Sepukila Cooperative AB,"{'Body': '8.5', 'Brightness': '8.8', 'Clean Cup': '8.2', 'Complexity': '9', 'Dry Fragrance': '8.7', 'Finish': '8.7', 'Flavor': '8.8', 'Sweetness': '8.7', 'Uniformity': '8.5', 'Wet Aroma': '8.9'}",8.5,8.8,8.2,9.0,8.7,8.7,8.8,8.7,8.5,8.9
283,Timor Leste Dry Process Daurfusu,"{'Body': '9.8', 'Brightness': '7.5', 'Clean Cup': '7.5', 'Complexity': '9.5', 'Dry Fragrance': '8.6', 'Finish': '7.5', 'Flavor': '8.8', 'Sweetness': '9', 'Uniformity': '8', 'Wet Aroma': '8.8'}",9.8,7.5,7.5,9.5,8.6,7.5,8.8,9.0,8.0,8.8
284,Timor Leste Dry Process Lulirema,"{'Body': '9.3', 'Brightness': '8.5', 'Clean Cup': '7.8', 'Complexity': '9.2', 'Dry Fragrance': '8.5', 'Finish': '7.8', 'Flavor': '8.7', 'Sweetness': '8.6', 'Uniformity': '8', 'Wet Aroma': '8.6'}",9.3,8.5,7.8,9.2,8.5,7.8,8.7,8.6,8.0,8.6
285,Timor Leste Dukurai Daurfusu,"{'Body': '8.3', 'Brightness': '8.3', 'Clean Cup': '8.5', 'Complexity': '8', 'Dry Fragrance': '8.4', 'Finish': '8.4', 'Flavor': '8.5', 'Sweetness': '8.5', 'Uniformity': '8.5', 'Wet Aroma': '8.6'}",8.3,8.3,8.5,8.0,8.4,8.4,8.5,8.5,8.5,8.6
286,Timor Leste Ermera Fatu Besi,"{'Body': '8.7', 'Brightness': '7.5', 'Clean Cup': '8.4', 'Complexity': '7.8', 'Dry Fragrance': '8.2', 'Finish': '8.3', 'Flavor': '8.4', 'Sweetness': '8.3', 'Uniformity': '9', 'Wet Aroma': '8.4'}",8.7,7.5,8.4,7.8,8.2,8.3,8.4,8.3,9.0,8.4
287,Timor Leste Lekisala,"{'Body': '8.6', 'Brightness': '8.5', 'Clean Cup': '8.5', 'Complexity': '8', 'Dry Fragrance': '8.3', 'Finish': '8.3', 'Flavor': '8.5', 'Sweetness': '8.2', 'Uniformity': '8.5', 'Wet Aroma': '8.5'}",8.6,8.5,8.5,8.0,8.3,8.3,8.5,8.2,8.5,8.5
288,Timor Leste Taurema,"{'Body': '8.5', 'Brightness': '8.3', 'Clean Cup': '8.2', 'Complexity': '8.4', 'Dry Fragrance': '8.2', 'Finish': '8.2', 'Flavor': '8.4', 'Sweetness': '8.2', 'Uniformity': '8.5', 'Wet Aroma': '8.4'}",8.5,8.3,8.2,8.4,8.2,8.2,8.4,8.2,8.5,8.4
