,name,flavors
92,Ethiopia Gera-Goma SWP Decaf,"{'Berry': '2', 'Body': '4', 'Caramel': '1', 'Citrus': '0', 'Cocoa': '3', 'Floral': '1', 'Fruits': '2', 'Honey': '2', 'Nuts': '0', 'Rustic': '2.5', 'Spice': '1', 'Sugars': '3'}"
93,Ethiopia Geta Bore SWP Decaf,"{'Berry': '0', 'Body': '3.5', 'Caramel': '2', 'Citrus': '0', 'Cocoa': '3', 'Floral': '0', 'Fruits': '2', 'Honey': '0', 'Nuts': '0', 'Rustic': '1.5', 'Spice': '2', 'Sugars': '3.5'}"
94,Ethiopia Guji Buku Sayisa,"{'Berry': '2', 'Body': '3', 'Caramel': '0', 'Citrus': '2', 'Cocoa': '0', 'Floral': '2.5', 'Fruits': '2.5', 'Honey': '2', 'Nuts': '0', 'Rustic': '1.5', 'Spice': '2', 'Sugars': '3'}"
95,Ethiopia Guji Gorebeti SWP Decaf,"{'Berry': '3', 'Body': '4', 'Caramel': '2', 'Citrus': '0', 'Cocoa': '3.5', 'Floral': '0', 'Fruits': '3', 'Honey': '0', 'Nuts': '0', 'Rustic': '1.5', 'Spice': '0', 'Sugars': '3'}"
96,Ethiopia Guji Hambela Dabaye,"{'Berry': '0', 'Body': '3', 'Caramel': '0', 'Citrus': '2', 'Cocoa': '0', 'Floral': '4', 'Fruits': '2', 'Honey': '3', 'Nuts': '0', 'Rustic': '0', 'Spice': '1.5', 'Sugars': '4'}"
97,Ethiopia Guji Shakiso Reji,"{'Berry': '1', 'Body': '3.5', 'Caramel': '2', 'Citrus': '2', 'Cocoa': '3', 'Floral': '1.5', 'Fruits': '2', 'Honey': '0', 'Nuts': '0', 'Rustic': '0', 'Spice': '0', 'Sugars': '4'}"
98,Ethiopia Hambela Benti Nenka,"{'Berry': '1', 'Body': '3', 'Caramel': '0', 'Citrus': '2', 'Cocoa': '0', 'Floral': '2', 'Fruits': '2', 'Honey': '0', 'Nuts': '0', 'Rustic': '0.5', 'Spice': '0', 'Sugars': '3.5'}"
99,Ethiopia Kayon Mountain Taaroo,"{'Berry': '1.5', 'Body': '3', 'Caramel': '1', 'Citrus': '3', 'Cocoa': '0', 'Floral': '3.5', 'Fruits': '2', 'Honey': '0.5', 'Nuts': '0', 'Rustic': '0', 'Spice': '1.5', 'Sugars': '3'}"
100,Ethiopia Kennisa Coop,"{'Berry': '0', 'Body': '4', 'Caramel': '0', 'Citrus': '2.5', 'Cocoa': '3', 'Floral': '1.5', 'Fruits': '2.5', 'Honey': '3', 'Nuts': '0', 'Rustic': '0', 'Spice': '1', 'Sugars': '3'}"
101,Ethiopia Nensebo Refisa,"{'Berry': '0', 'Body': '3', 'Caramel': '0', 'Citrus': '2.5', 'Cocoa': '0.5', 'Floral': '3', 'Fruits': '2.5', 'Honey': '2', 'Nuts': '0', 'Rustic': '0.5', 'Spice': '0', 'Sugars': '3'}"
102,Ethiopia Organic Agaro Duromina,"{'Berry': '0', 'Body': '4', 'Caramel': '0', 'Citrus': '2.5', 'Cocoa': '2.5', 'Floral': '2', 'Fruits': '2.5', 'Honey': '3.5', 'Nuts': '0', 'Rustic': '0', 'Spice': '2', 'Sugars': '2.5'}"
103,Ethiopia Organic Dry Process Birbirsa Coop,"{'Berry': '3', 'Body': '4', 'Caramel': '1.5', 'Citrus': '2', 'Cocoa': '3.5', 'Floral': '1', 'Fruits': '3.5', 'Honey': '2', 'Nuts': '0', 'Rustic': '1', 'Spice': '0', 'Sugars': '3'}"
104,Ethiopia Organic Dry Process Daannisa,"{'Berry': '3.5', 'Body': '4', 'Caramel': '1', 'Citrus': '1', 'Cocoa': '2.5', 'Floral': '1', 'Fruits': '3.5', 'Honey': '0', 'Nuts': '0.5', 'Rustic': '2', 'Spice': '0', 'Sugars': '4'}"
105,Ethiopia Organic Gera Genji Challa,"{'Berry': '1.5', 'Body': '4', 'Caramel': '0', 'Citrus': '2.5', 'Cocoa': '2', 'Floral': '2.5', 'Fruits': '2.5', 'Honey': '3', 'Nuts': '0', 'Rustic': '0', 'Spice': '2', 'Sugars': '3'}"
106,Ethiopia Organic Gera Nano Challa,"{'Berry': '0', 'Body': '4', 'Caramel': '0', 'Citrus': '2', 'Cocoa': '3', 'Floral': '2.5', 'Fruits': '2.5', 'Honey': '3.5', 'Nuts': '0', 'Rustic': '0', 'Spice': '2', 'Sugars': '3'}"
107,Ethiopia Organic Yebuna Terara SWP Decaf,"{'Berry': '2', 'Body': '3.5', 'Caramel': '2', 'Citrus': '0', 'Cocoa': '3', 'Floral': '0', 'Fruits': '2.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '2', 'Spice': '0', 'Sugars': '2.5'}"
108,Ethiopia Sidama Bombe,"{'Berry': '0', 'Body': '3.5', 'Caramel': '0', 'Citrus': '2.5', 'Cocoa': '3', 'Floral': '3', 'Fruits': '2.5', 'Honey': '1.5', 'Nuts': '0', 'Rustic': '1', 'Spice': '2', 'Sugars': '3.5'}"
109,Ethiopia Sidama Keramo,"{'Berry': '0', 'Body': '3', 'Caramel': '0', 'Citrus': '2.5', 'Cocoa': '0', 'Floral': '3', 'Fruits': '2.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '0', 'Spice': '1', 'Sugars': '3.5'}"
110,Ethiopia Uraga Raro Boda,"{'Berry': '0', 'Body': '3.5', 'Caramel': '0', 'Citrus': '2', 'Cocoa': '0', 'Floral': '3.5', 'Fruits': '2.5', 'Honey': '2', 'Nuts': '0', 'Rustic': '0.5', 'Spice': '0', 'Sugars': '3.5'}"
111,Ethiopia Yirga Cheffe Chelbesa Danche,"{'Berry': '0', 'Body': '3', 'Caramel': '0', 'Citrus': '2', 'Cocoa': '0', 'Floral': '3.5', 'Fruits': '2', 'Honey': '2', 'Nuts': '0', 'Rustic': '0', 'Spice': '0', 'Sugars': '3.5'}"
112,Ethiopia Yirga Cheffe Chelchele,"{'Berry': '0', 'Body': '4', 'Caramel': '0', 'Citrus': '2', 'Cocoa': '0', 'Floral': '3', 'Fruits': '2', 'Honey': '2', 'Nuts': '0', 'Rustic': '2', 'Spice': '0', 'Sugars': '4'}"
113,Ethiopia Yirga Cheffe Kebele Gotiti,"{'Berry': '0', 'Body': '3', 'Caramel': '0', 'Citrus': '2.5', 'Cocoa': '0', 'Floral': '3', 'Fruits': '2.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '0', 'Spice': '1', 'Sugars': '4'}"
114,Ethiopia Yukiro Cooperative,"{'Berry': '0', 'Body': '4', 'Caramel': '0', 'Citrus': '2.5', 'Cocoa': '0', 'Floral': '2', 'Fruits': '2.5', 'Honey': '2.5', 'Nuts': '0', 'Rustic': '0', 'Spice': '2', 'Sugars': '3.5'}"
115,Flores Dry Process Bei Poso Village,"{'Berry': '2', 'Body': '4.5', 'Caramel': '1', 'Citrus': '3', 'Cocoa': '4', 'Floral': '0', 'Fruits': '3', 'Honey': '0', 'Nuts': '0', 'Rustic': '3', 'Spice': '1.5', 'Sugars': '3'}"
116,Flores Gunung Waja Mala,"{'Berry': '0', 'Body': '3.5', 'Caramel': '2.5', 'Citrus': '0', 'Cocoa': '3', 'Floral': '0', 'Fruits': '1', 'Honey': '1.5', 'Nuts': '1.5', 'Rustic': '0', 'Spice': '1', 'Sugars': '3'}"
117,Flores Wolo Wio,"{'Berry': '0', 'Body': '4', 'Caramel': '0', 'Citrus': '0', 'Cocoa': '3.5', 'Floral': '0', 'Fruits': '1', 'Honey': '0', 'Nuts': '1.5', 'Rustic': '1.5', 'Spice': '0', 'Sugars': '3'}"
118,Guatemala Acatenango Gesha,"{'Berry': '2', 'Body': '4', 'Caramel': '0', 'Citrus': '2.5', 'Cocoa': '0', 'Floral': '3.5', 'Fruits': '2.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '0', 'Spice': '2', 'Sugars': '4'}"
119,Guatemala Acatenango San Diego Buena Vista,"{'Berry': '1', 'Body': '4', 'Caramel': '3', 'Citrus': '1', 'Cocoa': '3.5', 'Floral': '0', 'Fruits': '1', 'Honey': '2', 'Nuts': '1.5', 'Rustic': '0', 'Spice': '1', 'Sugars': '2'}"
120,Guatemala Antigua Finca Cabrejo ,"{'Berry': '1.5', 'Body': '4', 'Caramel': '2', 'Citrus': '1', 'Cocoa': '4', 'Floral': '0', 'Fruits': '1.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '0', 'Spice': '1', 'Sugars': '3.5'}"
121,Guatemala Antigua La Parcela Melanie,"{'Berry': '1', 'Body': '4', 'Caramel': '2', 'Citrus': '1', 'Cocoa': '4', 'Floral': '0', 'Fruits': '1.5', 'Honey': '0', 'Nuts': '2', 'Rustic': '0', 'Spice': '0', 'Sugars': '3.5'}"
122,Guatemala Antigua Pulcal,"{'Berry': '0', 'Body': '4', 'Caramel': '3.5', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '1.5', 'Honey': '0', 'Nuts': '2', 'Rustic': '0', 'Spice': '0', 'Sugars': '3'}"
123,Guatemala Antigua Pulcal Bourboncito,"{'Berry': '1', 'Body': '4', 'Caramel': '1', 'Citrus': '1', 'Cocoa': '4', 'Floral': '0', 'Fruits': '1.5', 'Honey': '0', 'Nuts': '1', 'Rustic': '0', 'Spice': '1', 'Sugars': '3.5'}"
124,Guatemala Antigua Pulcal Inteligente,"{'Berry': '0', 'Body': '3.5', 'Caramel': '0', 'Citrus': '1', 'Cocoa': '3.5', 'Floral': '0', 'Fruits': '1', 'Honey': '2.5', 'Nuts': '1.5', 'Rustic': '0', 'Spice': '0', 'Sugars': '3.5'}"
125,Guatemala Antigua Pulcal Yellow Bourbon,"{'Berry': '2', 'Body': '3.5', 'Caramel': '2', 'Citrus': '0', 'Cocoa': '3.5', 'Floral': '0', 'Fruits': '2', 'Honey': '0', 'Nuts': '1.5', 'Rustic': '0', 'Spice': '0', 'Sugars': '3.5'}"
126,Guatemala Antigua Santa Ines,"{'Berry': '0', 'Body': '3.5', 'Caramel': '3', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '0', 'Honey': '0', 'Nuts': '2.5', 'Rustic': '0', 'Spice': '0', 'Sugars': '3'}"
127,Guatemala Antigua Santa Ines B300,"{'Berry': '0', 'Body': '4', 'Caramel': '1', 'Citrus': '1', 'Cocoa': '3.5', 'Floral': '0', 'Fruits': '1', 'Honey': '0', 'Nuts': '1', 'Rustic': '0', 'Spice': '0', 'Sugars': '3'}"
128,Guatemala Cafeteros SWP Decaf,"{'Berry': '0', 'Body': '3.5', 'Caramel': '3', 'Citrus': '0', 'Cocoa': '3.5', 'Floral': '0', 'Fruits': '0', 'Honey': '0', 'Nuts': '1', 'Rustic': '1', 'Spice': '0', 'Sugars': '3'}"
129,Guatemala Chimaltenango Tecpán,"{'Berry': '0', 'Body': '4', 'Caramel': '3', 'Citrus': '1.5', 'Cocoa': '4', 'Floral': '0', 'Fruits': '1.5', 'Honey': '0', 'Nuts': '2', 'Rustic': '0', 'Spice': '0', 'Sugars': '3'}"
130,Guatemala Coban Chichupak Coop,"{'Berry': '0', 'Body': '4', 'Caramel': '1', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '1.5', 'Honey': '2', 'Nuts': '2', 'Rustic': '0', 'Spice': '1.5', 'Sugars': '3'}"
131,Guatemala Finca La Florencia,"{'Berry': '0', 'Body': '3.5', 'Caramel': '2', 'Citrus': '1.5', 'Cocoa': '3.5', 'Floral': '0', 'Fruits': '1.5', 'Honey': '1', 'Nuts': '2', 'Rustic': '0', 'Spice': '0', 'Sugars': '3'}"
132,Guatemala Huehuetenago Finca Los Suspiros,"{'Berry': '1', 'Body': '4', 'Caramel': '3', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '1', 'Honey': '1', 'Nuts': '1', 'Rustic': '2', 'Spice': '1', 'Sugars': '2'}"
133,Guatemala Huehuetenango Aguacatones Honey,"{'Berry': '0', 'Body': '4.5', 'Caramel': '2.5', 'Citrus': '0', 'Cocoa': '4.5', 'Floral': '0', 'Fruits': '0', 'Honey': '1', 'Nuts': '2.5', 'Rustic': '1', 'Spice': '0', 'Sugars': '3'}"
134,Guatemala Huehuetenango Finca Rosma,"{'Berry': '2', 'Body': '4', 'Caramel': '2', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '2', 'Honey': '1', 'Nuts': '0', 'Rustic': '0', 'Spice': '1', 'Sugars': '4'}"
135,Guatemala Libertad Punta del Cerro,"{'Berry': '0', 'Body': '4', 'Caramel': '3', 'Citrus': '1', 'Cocoa': '4', 'Floral': '0', 'Fruits': '1', 'Honey': '0', 'Nuts': '2', 'Rustic': '0', 'Spice': '0', 'Sugars': '3'}"
136,Guatemala Patzun Finca Las Camelias,"{'Berry': '2', 'Body': '3.5', 'Caramel': '1.5', 'Citrus': '0', 'Cocoa': '3.5', 'Floral': '0', 'Fruits': '2.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '0', 'Spice': '0', 'Sugars': '3'}"
137,Guatemala San Martin Jilotepeque,"{'Berry': '0', 'Body': '4', 'Caramel': '2.5', 'Citrus': '0', 'Cocoa': '3.5', 'Floral': '0', 'Fruits': '1.5', 'Honey': '0', 'Nuts': '1', 'Rustic': '0', 'Spice': '0', 'Sugars': '3'}"
138,Guatemala Volcan Acatenango SWP Decaf,"{'Berry': '1', 'Body': '3.5', 'Caramel': '2', 'Citrus': '0', 'Cocoa': '3.5', 'Floral': '0', 'Fruits': '1', 'Honey': '0', 'Nuts': '0', 'Rustic': '1.5', 'Spice': '1.5', 'Sugars': '3'}"
139,Guatemala Xinabajul Ader Recinos,"{'Berry': '0', 'Body': '4', 'Caramel': '3', 'Citrus': '0', 'Cocoa': '4.5', 'Floral': '0', 'Fruits': '0', 'Honey': '0', 'Nuts': '2', 'Rustic': '2', 'Spice': '0', 'Sugars': '3'}"
140,Guatemala Xinabajul Aldea Tuiloj,"{'Berry': '2.5', 'Body': '4', 'Caramel': '2', 'Citrus': '1', 'Cocoa': '4', 'Floral': '0', 'Fruits': '2.5', 'Honey': '0', 'Nuts': '1', 'Rustic': '0', 'Spice': '0', 'Sugars': '3.5'}"
141,Guatemala Xinabajul Aler Villatoro,"{'Berry': '1.5', 'Body': '4.5', 'Caramel': '4', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '1.5', 'Honey': '2', 'Nuts': '0', 'Rustic': '0', 'Spice': '1', 'Sugars': '2.5'}"
142,Guatemala Xinabajul Boqueroncito,"{'Berry': '1', 'Body': '4', 'Caramel': '2', 'Citrus': '1', 'Cocoa': '4', 'Floral': '0', 'Fruits': '1', 'Honey': '1', 'Nuts': '0', 'Rustic': '0', 'Spice': '1.5', 'Sugars': '3'}"
143,Guatemala Xinabajul Comunidad de Libertad,"{'Berry': '0.5', 'Body': '4', 'Caramel': '2.5', 'Citrus': '0.5', 'Cocoa': '4', 'Floral': '0', 'Fruits': '0.5', 'Honey': '0', 'Nuts': '2', 'Rustic': '0.5', 'Spice': '0', 'Sugars': '3'}"
144,Guatemala Xinabajul El Paraiso,"{'Berry': '0', 'Body': '4', 'Caramel': '2.5', 'Citrus': '0', 'Cocoa': '3', 'Floral': '0', 'Fruits': '1', 'Honey': '0', 'Nuts': '1.5', 'Rustic': '0', 'Spice': '0', 'Sugars': '3.5'}"
145,Guatemala Xinabajul Flavio Del Cerro,"{'Berry': '1.5', 'Body': '4', 'Caramel': '0', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '1.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '0', 'Spice': '0', 'Sugars': '3.5'}"
146,Guatemala Xinabajul Herlindo Villatoro,"{'Berry': '0', 'Body': '4', 'Caramel': '2', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '1', 'Honey': '1', 'Nuts': '2', 'Rustic': '1', 'Spice': '0', 'Sugars': '3'}"
147,Guatemala Xinabajul Los Chuchitos,"{'Berry': '1', 'Body': '4', 'Caramel': '1', 'Citrus': '0', 'Cocoa': '3.5', 'Floral': '0', 'Fruits': '1', 'Honey': '0', 'Nuts': '1.5', 'Rustic': '0', 'Spice': '0', 'Sugars': '3'}"
148,Guatemala Xinabajul Michicoy,"{'Berry': '0', 'Body': '4.5', 'Caramel': '2', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '1', 'Honey': '2.5', 'Nuts': '2', 'Rustic': '0', 'Spice': '0', 'Sugars': '3'}"
149,Guatemala Xinabajul Peña Blanca,"{'Berry': '0', 'Body': '4', 'Caramel': '3', 'Citrus': '1', 'Cocoa': '4', 'Floral': '0', 'Fruits': '1.5', 'Honey': '0', 'Nuts': '1', 'Rustic': '0', 'Spice': '0', 'Sugars': '3.5'}"
150,Guatemala Xinabajul Producers,"{'Berry': '1', 'Body': '4', 'Caramel': '2', 'Citrus': '1', 'Cocoa': '4', 'Floral': '0', 'Fruits': '1.5', 'Honey': '2', 'Nuts': '1.5', 'Rustic': '0', 'Spice': '0', 'Sugars': '3.5'}"
151,Guatemala Xinabajul San Gaspar Ixchil,"{'Berry': '2.5', 'Body': '4', 'Caramel': '1.5', 'Citrus': '1', 'Cocoa': '4', 'Floral': '0', 'Fruits': '2.5', 'Honey': '0', 'Nuts': '1.5', 'Rustic': '0.5', 'Spice': '0.5', 'Sugars': '3.5'}"
152,Guatemala Xinabajul Santa Barbara,"{'Berry': '2.5', 'Body': '4', 'Caramel': '1', 'Citrus': '1', 'Cocoa': '3', 'Floral': '1', 'Fruits': '2.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '0', 'Spice': '1.5', 'Sugars': '3.5'}"
153,Honduras Comayagua Donato Java,"{'Berry': '0', 'Body': '3', 'Caramel': '2', 'Citrus': '2', 'Cocoa': '2.5', 'Floral': '0', 'Fruits': '2', 'Honey': '2', 'Nuts': '0', 'Rustic': '2', 'Spice': '2', 'Sugars': '3'}"
154,Honduras Dry Process Miguel Giron,"{'Berry': '3', 'Body': '4', 'Caramel': '2', 'Citrus': '0', 'Cocoa': '4.5', 'Floral': '0', 'Fruits': '3', 'Honey': '0', 'Nuts': '0', 'Rustic': '1.5', 'Spice': '0', 'Sugars': '3.5'}"
155,Honduras Dry Process Sabillon Parainema,"{'Berry': '3', 'Body': '4', 'Caramel': '2', 'Citrus': '1', 'Cocoa': '3', 'Floral': '1', 'Fruits': '3', 'Honey': '0', 'Nuts': '1', 'Rustic': '2.5', 'Spice': '1.5', 'Sugars': '3'}"
156,Honduras Honda Fredy Vasquez,"{'Berry': '0', 'Body': '3.5', 'Caramel': '3', 'Citrus': '1', 'Cocoa': '', 'Floral': '0', 'Fruits': '1', 'Honey': '0', 'Nuts': '2', 'Rustic': '0', 'Spice': '1', 'Sugars': '3'}"
157,Honduras Juan Carlos Sabillon Parainema,"{'Berry': '1', 'Body': '3.5', 'Caramel': '4', 'Citrus': '2.5', 'Cocoa': '3', 'Floral': '1', 'Fruits': '2.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '0', 'Spice': '2', 'Sugars': '3'}"
158,Honduras Las Flores Doña Maria Parainema,"{'Berry': '0', 'Body': '', 'Caramel': '0', 'Citrus': '2', 'Cocoa': '0', 'Floral': '1', 'Fruits': '2', 'Honey': '1.5', 'Nuts': '0', 'Rustic': '0', 'Spice': '2', 'Sugars': '3'}"
159,Honduras Las Flores Nelson Parainema,"{'Berry': '0', 'Body': '4', 'Caramel': '3.5', 'Citrus': '2', 'Cocoa': '3', 'Floral': '1', 'Fruits': '2', 'Honey': '2', 'Nuts': '0', 'Rustic': '0', 'Spice': '2', 'Sugars': '3'}"
160,Honduras Montecillos Finca La Alondra,"{'Berry': '0', 'Body': '4', 'Caramel': '2', 'Citrus': '1', 'Cocoa': '3', 'Floral': '1', 'Fruits': '1', 'Honey': '3.5', 'Nuts': '1', 'Rustic': '0', 'Spice': '0', 'Sugars': '2'}"
161,Honduras Ocotepeque San Marcos,"{'Berry': '0', 'Body': '4', 'Caramel': '2.5', 'Citrus': '0', 'Cocoa': '3.5', 'Floral': '0', 'Fruits': '0', 'Honey': '0', 'Nuts': '2.5', 'Rustic': '0', 'Spice': '0', 'Sugars': '2.5'}"
162,Honduras Productores de La Paz,"{'Berry': '0', 'Body': '3.5', 'Caramel': '2', 'Citrus': '0', 'Cocoa': '3', 'Floral': '0', 'Fruits': '0', 'Honey': '0', 'Nuts': '2.5', 'Rustic': '0.5', 'Spice': '0', 'Sugars': '3'}"
163,Honduras Productores de Lempira,"{'Berry': '0.5', 'Body': '3.5', 'Caramel': '2', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '1', 'Honey': '0', 'Nuts': '1.5', 'Rustic': '0', 'Spice': '0', 'Sugars': '3'}"
164,Honduras San Vicente Comunidad Cabañas,"{'Berry': '0', 'Body': '3.5', 'Caramel': '3', 'Citrus': '0.5', 'Cocoa': '3.5', 'Floral': '0', 'Fruits': '0.5', 'Honey': '0', 'Nuts': '2', 'Rustic': '0', 'Spice': '1.5', 'Sugars': '3'}"
165,Honduras Santa Barbara Alexis Piñeda,"{'Berry': '2', 'Body': '4', 'Caramel': '1', 'Citrus': '0', 'Cocoa': '4.5', 'Floral': '0', 'Fruits': '2', 'Honey': '0', 'Nuts': '0', 'Rustic': '0.5', 'Spice': '0', 'Sugars': '3.5'}"
166,India Araku Valley,"{'Berry': '0', 'Body': '4', 'Caramel': '1.5', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '0', 'Honey': '0', 'Nuts': '0', 'Rustic': '2.5', 'Spice': '1', 'Sugars': '2.5'}"
167,India Monsoon Malabar AA,"{'Berry': '0', 'Body': '5', 'Caramel': '1', 'Citrus': '0', 'Cocoa': '5', 'Floral': '0', 'Fruits': '0', 'Honey': '0', 'Nuts': '3', 'Rustic': '4', 'Spice': '2', 'Sugars': '1'}"
168,Indonesia Nusantara SWP Decaf,"{'Berry': '0', 'Body': '4', 'Caramel': '2.5', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '0', 'Honey': '1', 'Nuts': '1', 'Rustic': '2', 'Spice': '0.5', 'Sugars': '2'}"
169,Java Dry Process Kuningan Robusta,"{'Berry': '0', 'Body': '5', 'Caramel': '2', 'Citrus': '0', 'Cocoa': '5', 'Floral': '0', 'Fruits': '0.5', 'Honey': '0', 'Nuts': '2', 'Rustic': '4', 'Spice': '3', 'Sugars': '1.5'}"
170,Java Wet Hulled Tambak Ruyung,"{'Berry': '0.5', 'Body': '4.5', 'Caramel': '3', 'Citrus': '0', 'Cocoa': '4.5', 'Floral': '0', 'Fruits': '0.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '3', 'Spice': '1', 'Sugars': '3'}"
171,Java Wet Hulled Waspada,"{'Berry': '0', 'Body': '4', 'Caramel': '0', 'Citrus': '2', 'Cocoa': '4', 'Floral': '0', 'Fruits': '2', 'Honey': '0', 'Nuts': '0', 'Rustic': '2.5', 'Spice': '2.5', 'Sugars': '3.5'}"
172,Kenya Kiambu Fram Farm AA,"{'Berry': '2', 'Body': '4', 'Caramel': '0', 'Citrus': '2.5', 'Cocoa': '0', 'Floral': '0', 'Fruits': '2.5', 'Honey': '2', 'Nuts': '0', 'Rustic': '0', 'Spice': '2', 'Sugars': '3'}"
173,Kenya Kiambu Fram Farm AB,"{'Berry': '2.5', 'Body': '4', 'Caramel': '0', 'Citrus': '3', 'Cocoa': '1', 'Floral': '1', 'Fruits': '3', 'Honey': '0', 'Nuts': '0', 'Rustic': '0', 'Spice': '2', 'Sugars': '3'}"
174,Kenya Kiambu Fram Farm Peaberry,"{'Berry': '2', 'Body': '3.5', 'Caramel': '0', 'Citrus': '3', 'Cocoa': '0', 'Floral': '0', 'Fruits': '3', 'Honey': '0', 'Nuts': '0', 'Rustic': '0', 'Spice': '2.5', 'Sugars': '3'}"
175,Kenya Kiambu Ndumberi Peaberry,"{'Berry': '2.5', 'Body': '3.5', 'Caramel': '1.5', 'Citrus': '3', 'Cocoa': '0', 'Floral': '1', 'Fruits': '3', 'Honey': '0', 'Nuts': '0', 'Rustic': '0', 'Spice': '3', 'Sugars': '3'}"
176,Kenya Kiambu Riabai AB,"{'Berry': '2', 'Body': '3.5', 'Caramel': '0', 'Citrus': '2.5', 'Cocoa': '2', 'Floral': '0', 'Fruits': '2.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '0', 'Spice': '3', 'Sugars': '4'}"
177,Kenya Kirinyaga Kainamui Peaberry,"{'Berry': '2', 'Body': '4', 'Caramel': '1', 'Citrus': '3', 'Cocoa': '0', 'Floral': '0', 'Fruits': '3', 'Honey': '0', 'Nuts': '0', 'Rustic': '0', 'Spice': '1', 'Sugars': '3'}"
178,Kenya Kirinyaga Kamwangi AB,"{'Berry': '2', 'Body': '3.5', 'Caramel': '0', 'Citrus': '3', 'Cocoa': '0', 'Floral': '0', 'Fruits': '3', 'Honey': '2', 'Nuts': '0', 'Rustic': '0', 'Spice': '2', 'Sugars': '3'}"
179,Kenya Kirinyaga Kamwangi Peaberry,"{'Berry': '3', 'Body': '4', 'Caramel': '0', 'Citrus': '3', 'Cocoa': '1.5', 'Floral': '1', 'Fruits': '3', 'Honey': '2', 'Nuts': '0', 'Rustic': '0', 'Spice': '3', 'Sugars': '3'}"
180,Kenya Kirinyaga Kiunyu Peaberry,"{'Berry': '3', 'Body': '4', 'Caramel': '0', 'Citrus': '2.5', 'Cocoa': '2', 'Floral': '1', 'Fruits': '3', 'Honey': '0', 'Nuts': '0', 'Rustic': '0', 'Spice': '2.5', 'Sugars': '3'}"
181,Kenya Kirinyaga Muburi Peaberry,"{'Berry': '2', 'Body': '4', 'Caramel': '0', 'Citrus': '2.5', 'Cocoa': '3', 'Floral': '0', 'Fruits': '2', 'Honey': '0', 'Nuts': '0', 'Rustic': '0', 'Spice': '4', 'Sugars': '3.5'}"
182,Kenya Kirinyaga Thunguri Peaberry,"{'Berry': '3', 'Body': '3.5', 'Caramel': '0', 'Citrus': '3', 'Cocoa': '2.5', 'Floral': '1.5', 'Fruits': '3', 'Honey': '0', 'Nuts': '0', 'Rustic': '0', 'Spice': '3', 'Sugars': '2.5'}"
183,Kenya Kirinyaga Wanja AA,"{'Berry': '2', 'Body': '4', 'Caramel': '0', 'Citrus': '3', 'Cocoa': '0', 'Floral': '1', 'Fruits': '3', 'Honey': '3', 'Nuts': '0', 'Rustic': '0', 'Spice': '3', 'Sugars': '3.5'}"
184,Kenya Muranga Kagumoini AB,"{'Berry': '2', 'Body': '3.5', 'Caramel': '0', 'Citrus': '2.5', 'Cocoa': '3', 'Floral': '1', 'Fruits': '2.5', 'Honey': '2', 'Nuts': '0', 'Rustic': '0', 'Spice': '1.5', 'Sugars': '3.5'}"
185,Kenya Muranga Nguku AB,"{'Berry': '1', 'Body': '3.5', 'Caramel': '0', 'Citrus': '2.5', 'Cocoa': '0', 'Floral': '0', 'Fruits': '2.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '0', 'Spice': '2', 'Sugars': '4'}"
186,Kenya Muranga Nguku Peaberry,"{'Berry': '2', 'Body': '3.5', 'Caramel': '0', 'Citrus': '2.5', 'Cocoa': '0', 'Floral': '0', 'Fruits': '2.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '0', 'Spice': '2.5', 'Sugars': '3'}"
187,Kenya Muranga Riakiberu Peaberry,"{'Berry': '2', 'Body': '3.5', 'Caramel': '2', 'Citrus': '2', 'Cocoa': '1.5', 'Floral': '0', 'Fruits': '2', 'Honey': '0', 'Nuts': '0', 'Rustic': '0', 'Spice': '2.5', 'Sugars': '4'}"
